494835	A2	7130104	1.0	0.047395	NN
494835	A2	7132810	2.0	0.047395	NN
494835	A2	8004107	3.0	0.047395	NN
494835	A2	7135097	4.0	0.047395	NN
494835	A2	8027344	5.0	0.047395	NN
494835	A2	80373	6.0	0.047395	NN
494835	A2	8464186	7.0	0.047395	NN
494835	A2	5210824	8.0	0.047395	NN
494835	A2	8063787	9.0	0.047395	NN
494835	A2	8477675	10.0	0.047395	NN
494835	A2	8073459	11.0	0.047395	NN
494835	A2	8479962	12.0	0.047395	NN
494835	A2	722764	13.0	0.047395	NN
494835	A2	8074471	14.0	0.047395	NN
494835	A2	8497424	15.0	0.047395	NN
494835	A2	8111413	16.0	0.047395	NN
494835	A2	7292392	17.0	0.047395	NN
494835	A2	5298846	18.0	0.047395	NN
494835	A2	7324621	19.0	0.047395	NN
494835	A2	531040	20.0	0.047395	NN
494835	A2	7339432	21.0	0.047395	NN
494835	A2	8183988	22.0	0.047395	NN
494835	A2	7361462	23.0	0.047395	NN
494835	A2	8186068	24.0	0.047395	NN
494835	A2	8605525	25.0	0.047395	NN
494835	A2	8198790	26.0	0.047395	NN
494835	A2	7381566	27.0	0.047395	NN
494835	A2	8213010	28.0	0.047395	NN
494835	A2	8213011	29.0	0.047395	NN
494835	A2	5377419	30.0	0.047395	NN
494835	A2	7427810	31.0	0.047395	NN
494835	A2	8658703	32.0	0.047395	NN
494835	A2	5408609	33.0	0.047395	NN
494835	A2	8266165	34.0	0.047395	NN
494835	A2	7457368	35.0	0.047395	NN
494835	A2	7459313	36.0	0.047395	NN
494835	A2	7468404	37.0	0.047395	NN
494835	A2	7468408	38.0	0.047395	NN
494835	A2	544110	39.0	0.047395	NN
494835	A2	747832	40.0	0.047395	NN
494835	A2	547424	41.0	0.047395	NN
494835	A2	5478394	42.0	0.047395	NN
494835	A2	7516506	43.0	0.047395	NN
494835	A2	8318151	44.0	0.047395	NN
494835	A2	5486463	45.0	0.047395	NN
494835	A2	7525588	46.0	0.047395	NN
494835	A2	7530941	47.0	0.047395	NN
494835	A2	550290	48.0	0.047395	NN
494835	A2	8339118	49.0	0.047395	NN
494835	A2	837341	50.0	0.047395	NN
494835	A2	8375395	51.0	0.047395	NN
494835	A2	8381938	52.0	0.047395	NN
494835	A2	8814730	53.0	0.047395	NN
494835	A2	8392522	54.0	0.047395	NN
494835	A2	8395043	55.0	0.047395	NN
494835	A2	6311334	56.0	0.047395	NN
494835	A2	6317997	57.0	0.047395	NN
494835	A2	903055	58.0	0.047395	NN
494835	A2	6350715	59.0	0.047395	NN
494835	A2	6001941	60.0	0.047395	NN
494835	A2	93388	61.0	0.047395	NN
494835	A2	6027063	62.0	0.047395	NN
494835	A2	6039804	63.0	0.047395	NN
494835	A2	97739	64.0	0.047395	NN
494835	A2	6405074	65.0	0.047395	NN
494835	A2	1511116	66.0	0.047395	NN
494835	A2	1512676	67.0	0.047395	NN
494835	A2	6092171	68.0	0.047395	NN
