494835	A2	8137674	1.0	1.23811591	LM
494835	A2	6660618	2.0	1.17351007	LM
494835	A2	8381938	3.0	1.04917955	LM
494835	A2	6496889	4.0	1.03161013	LM
494835	A2	7707248	5.0	1.02200282	LM
494835	A2	3578919	6.0	1.01465261	LM
494835	A2	2284101	7.0	1.0123502	LM
494835	A2	511513	8.0	0.95862031	LM
494835	A2	5790432	9.0	0.95862031	LM
494835	A2	7021142	10.0	0.92150909	LM
494835	A2	7499644	11.0	0.90340185	LM
494835	A2	2380740	12.0	0.89349759	LM
494835	A2	8658703	13.0	0.89052612	LM
494835	A2	4479437	14.0	0.84463358	LM
494835	A2	7778829	15.0	0.84124511	LM
494835	A2	3706939	16.0	0.83481145	LM
494835	A2	7087851	17.0	0.81456065	LM
494835	A2	1978378	18.0	0.81456065	LM
494835	A2	2717810	19.0	0.81190473	LM
494835	A2	730320	20.0	0.80810648	LM
494835	A2	3900184	21.0	0.80810648	LM
494835	A2	5862412	22.0	0.80810648	LM
494835	A2	7146094	23.0	0.80465639	LM
494835	A2	2957648	24.0	0.80465639	LM
494835	A2	6017705	25.0	0.80465639	LM
494835	A2	8539221	26.0	0.80465639	LM
494835	A2	4458918	27.0	0.80465639	LM
494835	A2	8677597	28.0	0.80465639	LM
494835	A2	2699656	29.0	0.80465639	LM
494835	A2	2152600	30.0	0.80465639	LM
494835	A2	8216839	31.0	0.80465639	LM
494835	A2	1846919	32.0	0.80465639	LM
494835	A2	8780506	33.0	0.80465639	LM
494835	A2	7635714	34.0	0.80465639	LM
494835	A2	7660626	35.0	0.80465639	LM
494835	A2	7511608	36.0	0.80239421	LM
494835	A2	3356218	37.0	0.79820222	LM
494835	A2	8004107	38.0	0.79514587	LM
494835	A2	1686441	39.0	0.79514587	LM
494835	A2	2750115	40.0	0.79514587	LM
494835	A2	8494015	41.0	0.79514587	LM
494835	A2	8799202	42.0	0.79514587	LM
494835	A2	5801595	43.0	0.79514587	LM
494835	A2	3659792	44.0	0.79514587	LM
494835	A2	4780825	45.0	0.79514587	LM
494835	A2	5615653	46.0	0.79514587	LM
494835	A2	8389325	47.0	0.79514587	LM
494835	A2	2039520	48.0	0.79514587	LM
494835	A2	611284	49.0	0.7877599	LM
494835	A2	1493726	50.0	0.78393769	LM
494835	A2	1621582	51.0	0.78042442	LM
494835	A2	5056232	52.0	0.76643902	LM
494835	A2	531040	53.0	0.76638836	LM
494835	A2	3315025	54.0	0.76638836	LM
494835	A2	6171458	55.0	0.76638836	LM
494835	A2	3884881	56.0	0.7527777	LM
494835	A2	721724	57.0	0.75254875	LM
494835	A2	721727	58.0	0.75254875	LM
494835	A2	6099568	59.0	0.75254875	LM
494835	A2	97739	60.0	0.73101425	LM
494835	A2	7361462	61.0	0.72614413	LM
494835	A2	3159911	62.0	0.72614413	LM
494835	A2	2750110	63.0	0.72614413	LM
494835	A2	733380	64.0	0.72614413	LM
494835	A2	4794654	65.0	0.72614413	LM
494835	A2	4824647	66.0	0.72614413	LM
494835	A2	5119061	67.0	0.72614413	LM
494835	A2	7180392	68.0	0.72614413	LM
494835	A2	7130104	69.0	0.7248559	LM
494835	A2	7365844	70.0	0.72314167	LM
494835	A2	8464186	71.0	0.71663362	LM
494835	A2	1686444	72.0	0.71663362	LM
494835	A2	247764	73.0	0.71663362	LM
494835	A2	3148900	74.0	0.71663362	LM
494835	A2	8464182	75.0	0.71663362	LM
494835	A2	608609	76.0	0.71663362	LM
494835	A2	617270	77.0	0.71663362	LM
494835	A2	8477675	78.0	0.70964158	LM
494835	A2	3074713	79.0	0.70964158	LM
494835	A2	2333748	80.0	0.70616704	LM
494835	A2	6213662	81.0	0.70456475	LM
494835	A2	3034566	82.0	0.70456475	LM
494835	A2	6876558	83.0	0.70456475	LM
494835	A2	675584	84.0	0.70456475	LM
494835	A2	6569971	85.0	0.70456475	LM
494835	A2	5486463	86.0	0.70085132	LM
